Unnamed: 0,contract,category,clause_text,word_count
9700,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Covenant Not To Sue,ISA shall not contest ownership by Rubicon of any of the foregoing.,12
10230,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",Governing Law,"This Agreement shall be construed, and the respective rights of the Parties determined, according to the substantive law of the State of Delaware notwithstanding the provisions governing conflict of laws under such Delaware law to the contrary, except matters of intellectual property law which shall be determined in accordance with the intellectual property laws relevant to the intellectual property in question.",61
861,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"If a Release Condition (as defined in Section 12.2         of this Agreement) occurs and the Escrow Agent provides the Source Code         to Corio under the escrow agreement, Corio agrees to hold the Source         Code in confidence pursuant to the provisions contained in Section 10 of         this Agreement, and not to use them for any purpose other than those         purposes contemplated under Section 12.3 of this Agreement.",66
6002,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,Renewal Term,"This agreement will be automatically renewed at the end of every ten (10) year term, with each subsequent term of renewal being for a ten (10) year term.",28
4248,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Volume Restriction,KI will participate in the production of up to one (1) product information/sales video per License Year during the period of this Agreement on behalf of Diplomat at a mutually acceptable time and place.,34
4371,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,Termination For Convenience,Either party may terminate this agreement by providing Ninety days Written Notice.,12
4663,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,Uncapped Liability,"INTERRUPTION AND THE LIKE) RELATING TO THIS AGREEMENT, EVEN IF IT HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",20
12871,"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",Renewal Term,"Provided  that COMWARE  purchases a minimum of $45,420.00      worth of  Products,  in any  combination,  during the Initial  Distribution





     Period,  this Agreement will automatically renew for an additional 6 months      (the Renewal  Period).",32
3339,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,No-Solicit Of Employees,"During the Term and for a period of twelve (12) months thereafter Network Affiliate will not, without NCM's prior written  consent, either alone or in concert with others directly or indirectly solicit, entice, induce, or encourage: (i) any employee, contractor or agent of  NCM to terminate his or her employment, contractor or agency relationship with NCM,",56
4524,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement,Non-Transferable License,"In consideration of the remuneration to be paid to ABG pursuant hereto and subject to the conditions and limitations contained herein, ABG grants to PAPA JOHN'S the non-transferrable, non-assignable, non-sublicensable, indivisible right and license solely during the Term of the Agreement and within the Territory to use the Celebrity Endorsement, in each instance, subject to ABG's Approval (as hereinafter defined).",60
12512,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Affiliate License-Licensor,"""Company Licensed Know-How"" means all Know-How owned by any Company Entity as of the Effective Date and used or held for use in the Arizona Field as of the Effective Date.",31
5603,WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,Volume Restriction,"Anything herein to the contrary notwithstanding, Company shall not have the right to distribute photographs of Manning which are larger than 5"" x 7"".",24
7478,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,No-Solicit Of Customers,Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory.,18
6281,"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",Liquidated Damages,"If this Agreement terminates before the Expiration Date, you will pay us Liquidated Damages as follows:   14.4.1.1 If termination occurs before you begin the Hotel Work and before the Opening Date, and you or any Guarantor (or your or any Guarantor's Affiliates) directly or indirectly, enter into a franchise, license, management, lease and/or other similar agreement for or begin construction or commence operation of a hotel, motel, inn, or similar facility at the Hotel Site under a Competitor Brand within one (1) year after termination, then you will pay us Liquidated Damages in an amount equal to $3,600 multiplied by the number of approved Guest Rooms at the Hotel.",109
10839,RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Rofr/Rofo/Rofn,"Additionally commencing on the Effective Date and continuing for eighteen (18) months, World Book shall offer HSWI a right of first refusal to create any paid-subscription Chinese language websites, which do not exist as of the date hereof, using the Content on equal or better terms as agreed to between World Book and a third party.",56
10794,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement,Revenue/Profit Sharing,"If third party franchisees are operating the Smaaash Centres, then the Franchisee shall be entitled to receive, (i) 5% (five percent) of the capital expenditure as agreed among the parties for the particular Smaaash Centre as sign -on fees or upfront advance, and (ii) 5% (five percent) fee or commission of the revenue generated by such third party franchisees from the Smaash Centres on an annual basis.",67
9777,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Non-Transferable License,No license granted by either party under this IP Agreement includes the right to grant sublicenses.,16
5840,RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Non-Compete,The      spinwares  and  spinstore  will be  modified  to include  licensed  content      purchased directly from Spinrecords.com and to eliminate products that will      compete with the Nettaxi store.,26
2480,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,Exclusivity,In no event will Excite enter                  into arrangements to make available opportunities to purchase                  Music Products from parties other than Sponsor that would                  prevent Sponsor from being the exclusive source of such Music                  Products on the Excite Site once the Music Products become                  available through Sponsor.,46
1183,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Liquidated Damages,"For the removal of doubt, when determining the liquidated                     damages due, the applicable sub-section 5.3.1, 5.3.2 OR                     5.3.3 will apply.",20
9503,"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT",Affiliate License-Licensee,"Equifax hereby grants, and will cause each member of the Equifax Group to grant, to Certegy and each member of the Certegy Group a fully paid, non- exclusive, worldwide, non-transferable right to continue to use the Equifax Marks employed in the Certegy Business, but only to the extent such Equifax Marks were displayed by the Certegy Group prior to the Distribution Date (i) on the Transferred Equifax Assets, (ii) on premises jointly occupied with Equifax, and (iii) on letterhead, product and services documentation, invoices, software programs, packaging and similar materials used by the members of the Certegy Group, and such Equifax Marks are used in accordance with the guidelines for usage of the Equifax Marks published and amended by Equifax from time to time.",124
7485,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,Rofr/Rofo/Rofn,"AIRSOPURE shall have the right, but not the duty, to be exercised by notice of intent to do so within 30 days after termination or expiration, to purchase any or all signs, advertising materials, supplies and inventory and any other items bearing AIRSOPURE's Licensed Marks, at Your cost or at fair market value, whichever is less.",56
